节点ID,节点名称,节点类型,是否核心类型,所有标签,所属社区,度数,加权度数,入度,出度,加权入度,加权出度,聚类系数,邻居节点数,邻居社区分布
LE992645,企业,Actor,否,Actor,5,1,0.15,1,0,0.15,0.0,0.0,1,社区5:1
LE238315,第五十七条,Section,否,Section,5,2,0.35,1,1,0.2,0.15,0.0,2,社区5:2
LE556594,第三十四条,Section,否,Section,3,2,0.35,1,1,0.2,0.15,0.0,2,社区3:2
LE742687,中国证券监督管理委员会,RegulatoryAuthority,否,RegulatoryAuthority,5,1,0.15,1,0,0.15,0.0,0.0,1,社区5:1
LE446267,第五十四条,Section,否,Section,5,1,0.2,1,0,0.2,0.0,0.0,1,社区5:1
LE709445,他人名义开设的账户,Account,否,Account,3,1,0.15,1,0,0.15,0.0,0.0,1,社区3:1
LE965738,自然人,Actor,否,Actor,5,1,0.15,1,0,0.15,0.0,0.0,1,社区5:1
LE560763,编造、传播、散布不真实、不准确、不完整或不确定的重大信息及股价发生波动之后卖出或买入相关证券,Means,是,Means,3,1,1.0,1,0,1.0,0.0,0.0,1,社区3:1
LE609637,第四十二条,Section,否,Section,3,1,0.2,1,0,0.2,0.0,0.0,1,社区3:1
LE940255,在某一时段内一起买入或卖出某种证券,Means,是,Means,3,1,1.0,1,0,1.0,0.0,0.0,1,社区3:1
LE554375,第十六条,Section,否,Section,3,1,0.2,1,0,0.2,0.0,0.0,1,社区3:1
LE530149,拉抬、打压或锁定,Means,是,Means,3,4,3.85,1,3,1.0,2.85,0.0,4,社区3:4
LE191342,单一的行为人,Actor,否,Actor,8,7,3.6,1,6,0.15,3.45,0.2239,7,社区8:7
LE444633,第四十三条,Section,否,Section,3,2,0.35,1,1,0.2,0.15,0.0,2,社区3:2
LE818661,连续交易操纵,Means,是,Means,8,7,6.75,2,5,2.0,4.75,0.1492,7,社区8:7
LE921159,证券执法人员,Actor,否,Actor,3,3,0.45,2,1,0.3,0.15,0.0,3,社区3:2; 社区8:1
LE241640,第五章,Chapter,否,Chapter,5,4,0.8,1,3,0.2,0.6,0.0,4,社区5:4
LE615372,专业中介机构,Actor,否,Actor,9,6,3.45,3,3,0.45,3.0,0.0,6,社区9:6
LE780181,法人,Actor,否,Actor,5,1,0.15,1,0,0.15,0.0,0.0,1,社区5:1
LE342856,操纵某一证券品种的交易价格或者交易量,Means,是,Means,3,2,1.95,1,1,1.0,0.95,0.0,2,社区3:2
LE565386,第五十八条,Section,否,Section,5,1,0.2,1,0,0.2,0.0,0.0,1,社区5:1
LE872601,操纵证券交易价格或者证券交易量,Influence,否,Influence,8,4,3.8,4,0,3.8,0.0,0.0,4,社区8:4
LE131654,第四十四条,Section,否,Section,3,2,0.35,1,1,0.2,0.15,0.0,2,社区3:2
LE131666,第三十一条,Section,否,Section,3,2,0.35,1,1,0.2,0.15,0.0,2,社区3:2
LE957794,第二十六条,Section,否,Section,0,2,0.35,1,1,0.2,0.15,0.0,2,社区0:2
LE450106,第二十三条,Section,否,Section,0,10,4.95,1,9,0.2,4.75,0.1889,10,社区0:10
LE962395,第五条,Section,否,Section,0,3,0.5,1,2,0.2,0.3,0.0,3,社区0:1; 社区2:2
LE082068,第二条,Section,否,Section,0,5,3.35,1,4,0.2,3.15,0.1594,5,社区0:5
LE094382,第二十八条,Section,否,Section,0,8,1.25,1,7,0.2,1.05,0.0405,8,社区0:7; 社区2:1
LE969417,控股股东,PartyWithResponsibility,否,PartyWithResponsibility,2,17,10.55,6,11,1.05,9.5,0.0444,17,社区0:1; 社区2:15; 社区5:1
LE822261,第十二条,Section,否,Section,0,7,4.5,1,6,0.2,4.3,0.2024,7,社区0:7
LE196667,第八条,Section,否,Section,0,9,4.8,1,8,0.2,4.6,0.2361,9,社区0:9
LE504649,第九条,Section,否,Section,0,7,2.8,1,6,0.2,2.6,0.1788,7,社区0:7
LE884992,第二十四条,Section,否,Section,0,3,1.35,1,2,0.2,1.15,0.1771,3,社区0:3
LE250745,抄送保荐机构,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE536196,子公司,PartyWithResponsibility,否,PartyWithResponsibility,10,2,0.4,1,1,0.15,0.25,0.0,2,社区10:2
LE460253,审议通过,Action,是,Action,0,11,11.0,11,0,11.0,0.0,0.1642,11,社区0:11
LE625246,并履行必要的信息披露义务,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE342738,第二章,Chapter,否,Chapter,0,4,0.8,1,3,0.2,0.6,0.0,4,社区0:4
LE211520,董事会,PartyWithResponsibility,否,PartyWithResponsibility,0,40,22.75,9,31,1.5,21.25,0.0198,40,社区0:40
LE224319,第一章,Chapter,否,Chapter,0,7,1.4,1,6,0.2,1.2,0.0,7,社区0:5; 社区2:1; 社区12:1
LE181498,第四章,Chapter,否,Chapter,0,8,1.6,1,7,0.2,1.4,0.0,8,社区0:8
LE577355,提高募集资金使用效益,Responsibility,否,Responsibility,12,2,0.5,2,0,0.5,0.0,0.0,2,社区0:1; 社区12:1
LE360846,应当按照招股说明书或者募集说明书所列用途使用,Responsibility,否,Responsibility,0,5,1.25,5,0,1.25,0.0,0.0,5,社区0:5
LE433592,使用闲置募集资金投资产品,Action,是,Action,0,6,6.0,6,0,6.0,0.0,0.1771,6,社区0:6
LE018915,第十六条,Section,否,Section,0,4,2.35,1,3,0.2,2.15,0.1771,4,社区0:4
LE617364,相关规则,Law,否,Law,0,1,0.15,1,0,0.15,0.0,0.0,1,社区0:1
LE783261,第七条,Section,否,Section,0,3,1.35,1,2,0.2,1.15,0.1771,3,社区0:3
LE183658,第五章,Chapter,否,Chapter,0,5,1.0,1,4,0.2,0.8,0.0,5,社区0:5
LE012322,第十七条,Section,否,Section,0,13,6.25,1,12,0.2,6.05,0.2189,13,社区0:13
LE624835,上海证券交易所上市公司募集资金管理办法,Title,否,Title,0,6,1.2,0,6,0.0,1.2,0.0,6,社区0:5; 社区10:1
LE941076,报告本所,Action,是,Action,0,14,13.75,13,1,13.0,0.75,0.146,14,社区0:14
LE970110,董事会审议通过,Action,是,Action,0,6,6.0,6,0,6.0,0.0,0.1771,6,社区0:6
LE850370,以募集资金置换自筹资金,Action,是,Action,0,3,3.0,3,0,3.0,0.0,0.3542,3,社区0:3
LE216832,监事,PartyWithResponsibility,否,PartyWithResponsibility,2,25,12.4,9,16,1.65,10.75,0.0305,25,社区2:24; 社区5:1
LE261806,第十五条,Section,否,Section,0,8,3.8,1,7,0.2,3.6,0.2277,8,社区0:8
LE834952,报告,Action,是,Action,0,10,10.0,10,0,10.0,0.0,0.1181,10,社区0:10
LE496156,独立董事、保荐机构、监事会发表明确同意意见,Responsibility,否,Responsibility,0,2,0.5,2,0,0.5,0.0,0.0,2,社区0:2
LE655633,进行现金管理,Action,是,Action,0,4,3.5,2,2,2.0,1.5,0.0886,4,社区0:4
LE584323,公告,Action,是,Action,0,17,16.25,14,3,14.0,2.25,0.0742,17,社区0:17
LE088340,持续督导,Action,是,Action,0,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:2
LE994042,第四条,Section,否,Section,2,7,3.65,1,6,0.2,3.45,0.2277,7,社区0:1; 社区2:6
LE203453,注销产品专用结算账户,Action,是,Action,0,4,3.5,2,2,2.0,1.5,0.0886,4,社区0:4
LE173324,不得变相改变募集资金用途,Restriction,否,Restriction,0,3,2.25,3,0,2.25,0.0,0.0,3,社区0:3
LE279862,第二十九条,Section,否,Section,0,4,1.5,1,3,0.2,1.3,0.1771,4,社区0:4
LE784812,解释具体原因,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE662610,决定是否继续实施,Action,是,Action,0,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:2
LE051127,股东大会,PartyWithResponsibility,否,PartyWithResponsibility,0,9,5.95,2,7,0.45,5.5,0.079,9,社区0:9
LE721433,应当经董事会审议通过,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE794738,第三章,Chapter,否,Chapter,0,10,2.0,1,9,0.2,1.8,0.0,10,社区0:10
LE907041,披露,Action,是,Action,0,7,7.0,7,0,7.0,0.0,0.1518,7,社区0:7
LE888172,不得影响募集资金投资计划正常进行,Restriction,否,Restriction,0,4,3.0,4,0,3.0,0.0,0.0,4,社区0:4
LE747047,第三十一条,Section,否,Section,2,12,2.7,1,11,0.2,2.5,0.0896,12,社区0:2; 社区2:8; 社区5:1; 社区10:1
LE594633,应当将募集资金集中存放于募集资金专户,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE609526,董事会审计委员会,PartyWithResponsibility,否,PartyWithResponsibility,0,4,0.95,2,2,0.45,0.5,0.0315,4,社区0:4
LE188216,第三条,Section,否,Section,0,6,2.65,1,5,0.2,2.45,0.1669,6,社区0:6
LE312170,自觉维护上市公司募集资金安全,Responsibility,否,Responsibility,2,3,0.75,3,0,0.75,0.0,0.0,3,社区2:3
LE074530,《上海证券交易所股票上市规则》,Law,否,Law,2,3,0.45,3,0,0.45,0.0,0.05,3,社区2:1; 社区5:1; 社区12:1
LE106996,报本所备案,Action,是,Action,0,6,5.5,4,2,4.0,1.5,0.1063,6,社区0:6
LE067712,公告改变原因,Action,是,Action,0,6,6.0,6,0,6.0,0.0,0.1771,6,社区0:6
LE977841,出具专项核查报告,Action,是,Action,0,3,3.0,3,0,3.0,0.0,0.3542,3,社区0:3
LE631844,履行保荐职责,Action,是,Action,0,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:2
LE261137,第十一条,Section,否,Section,0,3,1.35,1,2,0.2,1.15,0.1771,3,社区0:3
LE289501,督促上市公司规范使用募集资金,Responsibility,否,Responsibility,2,3,0.75,3,0,0.75,0.0,0.0,3,社区2:3
LE223063,第二十条,Section,否,Section,0,6,3.5,1,5,0.2,3.3,0.2125,6,社区0:6
LE108727,上市公司控制的其他企业,PartyWithResponsibility,否,PartyWithResponsibility,10,2,0.4,1,1,0.15,0.25,0.0,2,社区10:2
LE653545,保荐机构发表明确同意意见,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE636150,第一条,Section,否,Section,12,9,1.4,1,8,0.2,1.2,0.0,9,社区0:1; 社区2:1; 社区12:7
LE818240,会计师事务所,PartyWithResponsibility,否,PartyWithResponsibility,2,7,2.4,4,3,0.9,1.5,0.0433,7,社区0:4; 社区2:2; 社区5:1
LE586572,聘请会计师事务所,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE360924,提交董事会审议,Action,是,Action,0,6,6.0,6,0,6.0,0.0,0.2834,6,社区0:6
LE808059,募集资金,Action,是,Action,0,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:2
LE437820,《上市公司日常信息披露工作备忘录第七号——上市公司超募资金的使用与管理》,Law,否,Law,10,1,0.15,1,0,0.15,0.0,0.0,1,社区10:1
LE039907,用于其他募投项目,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE515261,第十四条,Section,否,Section,0,8,2.95,1,7,0.2,2.75,0.1898,8,社区0:8
LE741634,发表明确同意意见,Responsibility,否,Responsibility,0,6,1.5,6,0,1.5,0.0,0.0,6,社区0:6
LE681143,投资于主营业务,Action,是,Action,0,3,3.0,3,0,3.0,0.0,0.3542,3,社区0:3
LE194339,集中管理,Action,是,Action,0,3,2.75,2,1,2.0,0.75,0.1771,3,社区0:3
LE337476,《公司法》,Law,否,Law,12,1,0.15,1,0,0.15,0.0,0.0,1,社区12:1
LE527929,第三十三条,Section,否,Section,10,3,0.5,1,2,0.2,0.3,0.0,3,社区0:1; 社区10:2
LE437955,归还银行贷款,Action,是,Action,0,8,8.0,8,0,8.0,0.0,0.1328,8,社区0:8
LE933280,第三十二条,Section,否,Section,10,1,0.2,1,0,0.2,0.0,0.0,1,社区10:1
LE862559,《上市公司证券发行管理办法》,Law,否,Law,12,1,0.15,1,0,0.15,0.0,0.0,1,社区12:1
LE103135,第二十一条,Section,否,Section,0,11,5.95,1,10,0.2,5.75,0.2415,11,社区0:11
LE280397,公开发行证券,Action,是,Action,0,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:2
LE771865,必须经董事会、股东大会审议通过,Responsibility,否,Responsibility,0,5,1.25,5,0,1.25,0.0,0.0,5,社区0:5
LE953750,将超募资金用于在建项目及新项目,Action,是,Action,0,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:2
LE073848,置换募投项目,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE826607,应当予以积极配合,Responsibility,否,Responsibility,0,6,1.5,6,0,1.5,0.0,0.0,6,社区0:5; 社区2:1
LE330515,实际控制人,PartyWithResponsibility,否,PartyWithResponsibility,2,18,10.7,7,11,1.2,9.5,0.0394,18,社区0:1; 社区2:16; 社区5:1
LE207345,负责解释,Responsibility,否,Responsibility,0,1,0.25,1,0,0.25,0.0,0.0,1,社区0:1
LE522310,高级管理人员,PartyWithResponsibility,否,PartyWithResponsibility,2,23,11.95,7,16,1.2,10.75,0.0259,23,社区2:22; 社区5:1
LE503057,应当存放于经董事会批准设立的专项账户,Responsibility,否,Responsibility,0,1,0.25,1,0,0.25,0.0,0.0,1,社区0:1
LE115461,保荐机构,PartyWithResponsibility,否,PartyWithResponsibility,0,50,29.5,13,37,2.25,27.25,0.0145,50,社区0:47; 社区2:2; 社区5:1
LE672073,为股东提供网络投票表决方式,Responsibility,否,Responsibility,0,6,1.5,6,0,1.5,0.0,0.0,6,社区0:6
LE906433,暂时用于补充流动资金,Action,是,Action,0,6,5.75,5,1,5.0,0.75,0.1417,6,社区0:6
LE503969,补充流动资金,Action,是,Action,0,8,8.0,8,0,8.0,0.0,0.1328,8,社区0:8
LE410813,适用本办法,Responsibility,否,Responsibility,10,3,0.75,3,0,0.75,0.0,0.0,3,社区0:1; 社区10:2
LE880614,纵容,Action,是,Action,2,4,4.0,4,0,4.0,0.0,0.2657,4,社区2:4
LE025252,本办法,Law,否,Law,10,3,0.45,3,0,0.45,0.0,0.0,3,社区0:2; 社区10:1
LE471605,变更募投项目,Action,是,Action,0,8,8.0,8,0,8.0,0.0,0.1898,8,社区0:8
LE601276,募集资金专户不得存放非募集资金,Restriction,否,Restriction,0,1,0.75,1,0,0.75,0.0,0.0,1,社区0:1
LE060328,废止,Action,是,Action,10,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:1; 社区10:1
LE680862,出具鉴证报告,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE390385,第六条,Section,否,Section,0,6,2.65,1,5,0.2,2.45,0.0708,6,社区0:5; 社区10:1
LE154902,应当及时报告本所并公告,Responsibility,否,Responsibility,0,1,0.25,1,0,0.25,0.0,0.0,1,社区0:1
LE533133,独立董事、监事会、保荐机构发表明确同意意见,Responsibility,否,Responsibility,0,5,1.25,5,0,1.25,0.0,0.0,5,社区0:5
LE629586,第十条,Section,否,Section,0,5,3.35,1,4,0.2,3.15,0.1594,5,社区0:5
LE888052,应当持续关注募集资金实际管理与使用情况,Responsibility,否,Responsibility,0,6,1.5,6,0,1.5,0.0,0.0,6,社区0:5; 社区2:1
LE186039,使用情况应在年度报告中披露,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE662219,《首次公开发行股票并上市管理办法》,Law,否,Law,12,1,0.15,1,0,0.15,0.0,0.0,1,社区12:1
LE935215,履行募集资金专户存储三方监管协议,Action,是,Action,0,4,4.0,4,0,4.0,0.0,0.2657,4,社区0:4
LE883751,产品发行主体能够提供保本承诺,Responsibility,否,Responsibility,0,1,0.25,1,0,0.25,0.0,0.0,1,社区0:1
LE991993,《证券发行上市保荐业务管理办法》,Law,否,Law,0,1,0.15,1,0,0.15,0.0,0.0,1,社区0:1
LE591387,非公开发行证券,Action,是,Action,0,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:2
LE784449,保护投资者的合法权益,Responsibility,否,Responsibility,12,1,0.25,1,0,0.25,0.0,0.0,1,社区12:1
LE892711,第三十四条,Section,否,Section,10,5,2.5,1,4,0.2,2.3,0.1063,5,社区0:1; 社区10:4
LE762522,第二十五条,Section,否,Section,0,9,3.95,1,8,0.2,3.75,0.1981,9,社区0:9
LE636456,应当勤勉尽责,Responsibility,否,Responsibility,2,3,0.75,3,0,0.75,0.0,0.0,3,社区2:3
LE738411,应在董事会会议后2个交易日内报告本所并公告,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE070247,应当参照变更募投项目履行相应程序及披露义务,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE970998,协助,Action,是,Action,2,4,4.0,4,0,4.0,0.0,0.2657,4,社区2:4
LE434240,有效防范投资风险,Responsibility,否,Responsibility,0,1,0.25,1,0,0.25,0.0,0.0,1,社区0:1
LE733675,会计师事务所出具鉴证报告,Responsibility,否,Responsibility,0,2,0.5,2,0,0.5,0.0,0.0,2,社区0:2
LE587548,本所上市公司,PartyWithResponsibility,否,PartyWithResponsibility,12,3,0.65,1,2,0.15,0.5,0.0,3,社区12:3
LE095375,应充分关注转让价款收取和使用情况,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE560233,第十三条,Section,否,Section,0,6,4.35,1,5,0.2,4.15,0.1417,6,社区0:6
LE844605,第十八条,Section,否,Section,0,5,2.5,1,4,0.2,2.3,0.1063,5,社区0:4; 社区10:1
LE184717,在本所网站披露,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE961441,施行,Action,是,Action,10,2,2.0,2,0,2.0,0.0,0.5313,2,社区0:1; 社区10:1
LE572426,用于非募投项目,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE977114,第二十七条,Section,否,Section,0,12,6.95,1,11,0.2,6.75,0.2047,12,社区0:12
LE353759,使用情况应在最近一期定期报告中披露,Responsibility,否,Responsibility,0,2,0.5,2,0,0.5,0.0,0.0,2,社区0:2
LE337956,《上市公司监管指引第2号——上市公司募集资金管理和使用的监管要求》,Law,否,Law,12,1,0.15,1,0,0.15,0.0,0.0,1,社区12:1
LE181743,应当真实、准确、完整地披露,Responsibility,否,Responsibility,0,1,0.25,1,0,0.25,0.0,0.0,1,社区0:1
LE746112,商业银行,PartyWithResponsibility,否,PartyWithResponsibility,0,11,7.1,3,8,0.6,6.5,0.0614,11,社区0:11
LE624850,第六章,Chapter,否,Chapter,10,6,1.2,1,5,0.2,1.0,0.0,6,社区0:1; 社区2:1; 社区10:4
LE825440,本所,PartyWithResponsibility,否,PartyWithResponsibility,0,12,7.2,3,9,0.45,6.75,0.0483,12,社区0:8; 社区10:4
LE625658,独立董事,PartyWithResponsibility,否,PartyWithResponsibility,0,40,22.0,9,31,1.5,20.5,0.0178,40,社区0:40
LE016086,第十九条,Section,否,Section,0,8,3.8,1,7,0.2,3.6,0.2277,8,社区0:8
LE829041,使用募集资金,Action,是,Action,0,3,3.0,3,0,3.0,0.0,0.3542,3,社区0:3
LE666571,《关于前次募集资金使用情况报告的规定》,Law,否,Law,12,1,0.15,1,0,0.15,0.0,0.0,1,社区12:1
LE459023,监事会,PartyWithResponsibility,否,PartyWithResponsibility,0,45,26.15,10,35,1.65,24.5,0.0174,45,社区0:45
LE304521,应当经董事会和股东大会审议通过,Responsibility,否,Responsibility,0,2,0.5,2,0,0.5,0.0,0.0,2,社区0:2
LE625566,应当及时通知保荐机构,Responsibility,否,Responsibility,0,4,1.0,4,0,1.0,0.0,0.0,4,社区0:4
LE176946,董事,PartyWithResponsibility,否,PartyWithResponsibility,2,25,12.4,9,16,1.65,10.75,0.0305,25,社区2:24; 社区5:1
LE992635,第三十条,Section,否,Section,10,4,0.65,1,3,0.2,0.45,0.0,4,社区0:1; 社区10:3
LE931556,上市公司董事会,PartyWithResponsibility,否,PartyWithResponsibility,0,13,9.75,4,9,0.75,9.0,0.0662,13,社区0:13
LE416790,本所,RegulatoryAuthority,否,RegulatoryAuthority,0,16,3.9,6,10,0.9,3.0,0.0394,16,社区0:15; 社区2:1
LE061879,参与,Action,是,Action,2,4,4.0,4,0,4.0,0.0,0.2657,4,社区2:4
LE435602,投资产品不得质押,Restriction,否,Restriction,0,4,3.0,4,0,3.0,0.0,0.0,4,社区0:4
LE273530,董事会审议通过,Responsibility,否,Responsibility,0,2,0.5,2,0,0.5,0.0,0.0,2,社区0:2
LE637601,违反本办法,Action,是,Action,2,9,9.0,9,0,9.0,0.0,0.1181,9,社区0:2; 社区2:7
LE336976,签订募集资金专户存储三方监管协议,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE468537,《证券法》,Law,否,Law,12,1,0.15,1,0,0.15,0.0,0.0,1,社区12:1
LE478273,第二十二条,Section,否,Section,0,3,1.35,1,2,0.2,1.15,0.1771,3,社区0:3
LE526783,上市公司,PartyWithResponsibility,否,PartyWithResponsibility,0,110,57.6,32,78,5.1,52.5,0.0064,110,社区0:90; 社区2:15; 社区4:1; 社区5:1; 社区10:2; 社区12:1
LE920968,以自筹资金预先投入募投项目,Action,是,Action,0,3,3.0,3,0,3.0,0.0,0.3542,3,社区0:3
LE535877,查询募集资金专户资料,Action,是,Action,0,5,5.0,5,0,5.0,0.0,0.2125,5,社区0:5
LE304424,应当用于主营业务,Responsibility,否,Responsibility,0,1,0.25,1,0,0.25,0.0,0.0,1,社区0:1
LE923177,发表明确同意意见,Action,是,Action,0,7,7.0,7,0,7.0,0.0,0.2277,7,社区0:7
LE735261,保证信息披露真实、准确、完整、及时、公平,Responsibility,否,Responsibility,2,6,1.5,6,0,1.5,0.0,0.0,6,社区0:1; 社区2:5
LE831758,所披露的信息有虚假记载,Action,是,Action,2,5,5.0,5,0,5.0,0.0,0.2125,5,社区2:5
LE874116,行政处罚,PunishmentMeasure,否,PunishmentMeasure,7,8,6.4,8,0,6.4,0.0,0.0,8,社区2:2; 社区7:6
LE212770,遗漏重大事项,Action,是,Action,2,7,5.8,7,0,5.8,0.0,0.2622,7,社区2:7
LE756919,《证券法》,Law,否,Law,2,2,0.3,2,0,0.3,0.0,0.0,2,社区2:2
LE489091,第四章信息披露违法行为责任人员及其责任认定,Chapter,否,Chapter,2,10,2.0,1,9,0.2,1.8,0.0,10,社区2:9; 社区7:1
LE096596,变造、隐瞒、毁灭证据,Action,是,Action,7,6,5.4,3,3,3.0,2.4,0.0708,6,社区2:1; 社区7:5
LE402469,业务不入账,Action,是,Action,2,2,2.0,2,0,2.0,0.0,0.5313,2,社区2:2
LE636767,第十三条,Section,否,Section,2,1,0.2,1,0,0.2,0.0,0.0,1,社区2:1
LE862631,信息披露中记载的事实与真实情况不符,Action,是,Action,2,2,2.0,2,0,2.0,0.0,0.5313,2,社区2:2
LE046505,《行政处罚法》,Law,否,Law,2,1,0.15,1,0,0.15,0.0,0.0,1,社区2:1
LE527714,第九条,Section,否,Section,2,5,3.35,1,4,0.2,3.15,0.1594,5,社区2:5
LE645009,保荐人,PartyWithResponsibility,否,PartyWithResponsibility,7,4,2.45,2,2,0.45,2.0,0.4318,4,社区7:4
LE718055,信息披露义务,Responsibility,否,Responsibility,2,7,1.75,7,0,1.75,0.0,0.0,7,社区0:1; 社区2:6
LE845577,第三章信息披露义务人信息披露违法的责任认定,Chapter,否,Chapter,2,5,1.0,1,4,0.2,0.8,0.0,5,社区2:5
LE179815,第二十三条,Section,否,Section,7,8,5.5,1,7,0.2,5.3,0.1898,8,社区2:3; 社区7:5
LE158112,信息披露义务人,PartyWithResponsibility,否,PartyWithResponsibility,2,32,19.9,10,22,1.65,18.25,0.0354,32,社区2:32
LE158095,挪用资金、职务侵占等行为,Action,是,Action,2,9,9.0,9,0,9.0,0.0,0.1181,9,社区0:1; 社区2:8
LE354903,不按照相关规定进行会计核算和编制财务会计报告,Action,是,Action,2,2,2.0,2,0,2.0,0.0,0.5313,2,社区2:2
LE957645,第八条,Section,否,Section,2,9,7.35,1,8,0.2,7.15,0.1033,9,社区2:9
LE659352,保护投资者合法权益,Responsibility,否,Responsibility,2,7,1.75,7,0,1.75,0.0,0.0,7,社区0:1; 社区2:6
LE082128,第四条,Section,否,Section,2,6,0.95,1,5,0.2,0.75,0.04,6,社区2:6
LE962316,行政法规,Law,否,Law,2,9,3.55,5,4,0.75,2.8,0.1435,9,社区2:9
LE023940,损害公司利益行为,Action,是,Action,2,9,9.0,9,0,9.0,0.0,0.1181,9,社区0:1; 社区2:8
LE246507,第十条,Section,否,Section,2,10,4.1,1,9,0.2,3.9,0.2142,10,社区2:10
LE961368,第十七条,Section,否,Section,2,7,2.8,1,6,0.2,2.6,0.2024,7,社区2:7
LE641940,有关责任人员,PartyWithResponsibility,否,PartyWithResponsibility,2,3,0.65,1,2,0.15,0.5,0.0,3,社区2:3
LE601150,信息披露违法行为,Action,是,Action,2,31,29.0,27,4,25.8,3.2,0.0527,31,社区0:1; 社区2:27; 社区7:3
LE633282,从重处罚,PunishmentMeasure,否,PunishmentMeasure,7,5,4.0,5,0,4.0,0.0,0.0,5,社区2:1; 社区7:4
LE039319,真实、准确、完整、及时、公平披露信息,Responsibility,否,Responsibility,2,6,1.5,6,0,1.5,0.0,0.0,6,社区0:1; 社区2:5
LE173845,信息披露违法,Action,是,Action,2,22,21.2,18,4,18.0,3.2,0.057,22,社区0:1; 社区2:16; 社区7:5
LE785681,第二条,Section,否,Section,2,2,0.35,1,1,0.2,0.15,0.0,2,社区2:2
LE933795,记入证券期货诚信档案,PunishmentMeasure,否,PunishmentMeasure,7,6,4.8,6,0,4.8,0.0,0.0,6,社区2:2; 社区7:4
LE584105,第一条,Section,否,Section,2,12,1.85,1,11,0.2,1.65,0.0,12,社区0:1; 社区2:11
LE113707,妨碍调查,Action,是,Action,7,6,5.4,3,3,3.0,2.4,0.0708,6,社区2:1; 社区7:5
LE972671,第二十二条,Section,否,Section,2,3,0.5,1,2,0.2,0.3,0.0,3,社区2:3
LE883894,规章,Law,否,Law,2,9,3.55,5,4,0.75,2.8,0.1435,9,社区2:9
LE300791,第二十一条,Section,否,Section,2,6,2.65,1,5,0.2,2.45,0.2377,6,社区2:6
LE075489,责任人员,PartyWithResponsibility,否,PartyWithResponsibility,2,4,2.3,2,2,0.3,2.0,0.2657,4,社区2:4
LE457459,第二十四条,Section,否,Section,2,1,0.2,1,0,0.2,0.0,0.0,1,社区2:1
LE777279,不完整、不准确陈述,Action,是,Action,2,2,2.0,2,0,2.0,0.0,0.5313,2,社区2:2
LE885669,第三条,Section,否,Section,2,7,1.1,1,6,0.2,0.9,0.0,7,社区0:1; 社区2:6
LE594331,第二章信息披露违法行为,Chapter,否,Chapter,2,5,1.0,1,4,0.2,0.8,0.0,5,社区2:5
LE925712,收购人,PartyWithResponsibility,否,PartyWithResponsibility,2,3,0.65,1,2,0.15,0.5,0.0,3,社区2:3
LE227523,勤勉尽责,Action,是,Action,7,5,4.8,4,1,4.0,0.8,0.2933,5,社区7:5
LE968046,违法买卖公司股票行为,Action,是,Action,2,9,9.0,9,0,9.0,0.0,0.1181,9,社区0:1; 社区2:8
LE436330,第七条,Section,否,Section,2,9,3.1,1,8,0.2,2.9,0.1858,9,社区2:9
LE813140,不真实记载,Action,是,Action,2,2,2.0,2,0,2.0,0.0,0.5313,2,社区2:2
LE511416,信息披露违法行为行政责任认定规则（2011年4月29日证监会公告[2011]11号）,Title,否,Title,2,5,1.0,0,5,0.0,1.0,0.0,5,社区2:5
LE232418,虚构业务入账,Action,是,Action,2,2,2.0,2,0,2.0,0.0,0.5313,2,社区2:2
